Price,Close,log_return,Vol20,position_raw,position,strategy_log_return,bh_log_return,bh_equity,strategy_equity
Ticker,SPY,,,,,,,,
Date,,,,,,,,,
2010-01-05,85.50494384765625,0.0026436445939822875,,0,,,0.0026436445939822875,1.0026471421037304,
2010-01-06,85.56517028808594,0.0007041141373195963,,0,0.0,0.0,0.0007041141373195963,1.0033533687341285,1.0
2010-01-07,85.92634582519531,0.0042121742148579664,,0,0.0,0.0,0.0042121742148579664,1.0075885813871617,1.0
2010-01-08,86.21229553222656,0.0033223216797590976,,0,0.0,0.0,0.0033223216797590976,1.010941681730121,1.0
2010-01-11,86.33267211914062,0.0013953070678618747,,0,0.0,0.0,0.0013953070678618747,1.0123532403536857,1.0
2010-01-12,85.52754974365234,-0.009369570885192757,,0,0.0,-0.0,-0.009369570885192757,1.0029122231153682,1.0
2010-01-13,86.24991607666016,0.008410539621512532,,0,0.0,0.0,0.008410539621512532,1.0113828273488812,1.0
2010-01-14,86.48320007324219,0.0027010933817045507,,0,0.0,0.0,0.0027010933817045507,1.0141183596110652,1.0
2010-01-15,85.51248931884766,-0.011287737088858643,,0,0.0,-0.0,-0.011287737088858643,1.0027356217259071,1.0
2010-01-19,86.58100128173828,0.012417967582992883,,0,0.0,0.0,0.012417967582992883,1.0152651950778846,1.0
2010-01-20,85.70057678222656,-0.010220850933833854,,0,0.0,-0.0,-0.010220850933833854,1.0049411708922618,1.0
2010-01-21,84.05264282226562,-0.0194162530149935,,0,0.0,-0.0,-0.0194162530149935,0.9856171856233585,1.0
2010-01-22,82.178955078125,-0.02254405447798487,,0,0.0,-0.0,-0.02254405447798487,0.9636459687870015,1.0
2010-01-25,82.60037231445312,0.005114939619881436,,0,0.0,0.0,0.005114939619881436,0.9685875869978791,1.0
2010-01-26,82.25420379638672,-0.00419968962979861,,0,0.0,-0.0,-0.00419968962979861,0.964528349488245,1.0
2010-01-27,82.64550018310547,0.004745880213468508,,0,0.0,0.0,0.004745880213468508,0.9691167649202005,1.0
2010-01-28,81.6973648071289,-0.011538631696280261,,0,0.0,-0.0,-0.011538631696280261,0.9579987501917877,1.0
2010-01-29,80.8094482421875,-0.010927854461785342,,0,0.0,-0.0,-0.010927854461785342,0.9475868726300499,1.0
2010-02-01,82.06609344482422,0.015431047845022557,,0,0.0,0.0,0.015431047845022557,0.962322531930721,1.0
2010-02-02,83.05936431884766,0.012030644670445172,0.010618496252643437,0,0.0,0.0,0.012030644670445172,0.9739698140451781,1.0
2010-02-03,82.64550018310547,-0.0049952063574021125,0.010605844897229608,0,0.0,-0.0,-0.0049952063574021125,0.9691167649202005,1.0
2010-02-04,80.09455108642578,-0.03135255316562401,0.01248001207127053,0,0.0,-0.0,-0.03135255316562401,0.9392038533814826,1.0
2010-02-05,80.26013946533203,0.00206527713276676,0.012421058457792705,0,0.0,0.0,0.00206527713276676,0.9411455740283232,1.0
2010-02-08,79.6806869506836,-0.0072458678982863485,0.012344097665296629,0,0.0,-0.0,-0.0072458678982863485,0.9343508042565049,1.0
2010-02-09,80.6814956665039,0.012482016562101468,0.01283542296464585,0,0.0,0.0,0.012482016562101468,0.9460864765294157,1.0
2010-02-10,80.52349090576172,-0.0019602968208339094,0.012760305539687522,0,0.0,-0.0,-0.0019602968208339094,0.9442336828233676,1.0
2010-02-11,81.36626434326172,0.010411789796335783,0.012862053422902035,0,0.0,0.0,0.010411789796335783,0.9541162035353378,1.0
2010-02-12,81.298583984375,-0.000832144910078233,0.012805002432912674,0,0.0,-0.0,-0.000832144910078233,0.9533225708474404,1.0
2010-02-16,82.57776641845703,0.015611873368623769,0.013301819072649292,0,0.0,0.0,0.015611873368623769,0.9683225059862411,1.0
2010-02-17,82.96910095214844,0.00472778819475023,0.012978044055866096,0,0.0,0.0,0.00472778819475023,0.9729113687368123,1.0
2010-02-18,83.45818328857422,0.005877446676808561,0.012949054120887758,0,0.0,0.0,0.005877446676808561,0.978646440708141,1.0
2010-02-19,83.63127136230469,0.0020718020296995416,0.01224115106859915,0,0.0,0.0,0.0020718020296995416,0.9806761041948195,1.0
2010-02-22,83.64631652832031,0.0001798826279826884,0.011060763966378971,0,0.0,0.0,0.0001798826279826884,0.9808525266568343,1.0
2010-02-23,82.63044738769531,-0.012219167085701413,0.011386209378885098,0,0.0,-0.0,-0.012219167085701413,0.9689402529944624,1.0
2010-02-24,83.39047241210938,0.009155838128008085,0.011516708224832542,0,0.0,0.0,0.009155838128008085,0.977852450165351,1.0
2010-02-25,83.27759552001953,-0.0013545115239922579,0.01148426120687824,0,0.0,-0.0,-0.0013545115239922579,0.9765288343816243,1.0
2010-02-26,83.33026123046875,0.0006322116283177637,0.011136608376326735,0,0.0,0.0,0.0006322116283177637,0.9771464024623991,1.0
2010-03-01,84.19561767578125,0.01033111000766372,0.010952293687033949,0,0.0,0.0,0.01033111000766372,0.9872937357948378,1.0
2010-03-02,84.42887115478516,0.002766545113274395,0.010494624059897062,0,0.0,0.0,0.002766545113274395,0.9900289102021295,1.0
2010-03-03,84.50416564941406,0.0008914123730815137,0.010193077523597747,0,0.0,0.0,0.0008914123730815137,0.9909118276857116,1.0
2010-03-04,84.75999450683594,0.0030228378174060404,0.010107895440829592,0,0.0,0.0,0.0030228378174060404,0.9939117252497487,1.0
2010-03-05,85.97147369384766,0.014191871402507468,0.007037019207617027,1,0.0,0.0,0.014191871402507468,1.0081177593094828,1.0
2010-03-08,85.986572265625,0.0001756076225673691,0.007070473783866954,1,1.0,0.0001756076225673691,0.0001756076225673691,1.0082948080175593,1.0001756230424885
